filename,methodename,beginat,endat,size,parnbr,callednbr,declnbr,exprstmtnbr,exprnbr,commentnbr,varsnbr,mccabe,readability,satd,satdtype,percmatch,matchedrule,matchedcmtnbr,longmethod,longparameterlist,spaghetticode,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk1.java,main,3,9,7,1,1,2,1,4,4,12,2,0.993508339,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk2.java,main,3,9,7,1,1,2,1,4,4,12,2,0.993508339,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk3.java,main,3,9,7,1,1,2,1,4,4,12,2,0.993508339,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk4.java,main,3,9,7,1,1,2,1,4,4,12,2,0.996041775,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk5.java,main,3,9,7,1,1,2,1,4,4,12,2,0.996041775,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk6.java,main,3,9,7,1,1,2,1,4,4,12,2,0.996041775,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk7.java,main,3,9,7,1,1,2,1,4,4,12,2,0.996041775,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk8.java,main,3,9,7,1,1,2,1,4,4,12,2,0.993508339,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/fixcrlf/input/Junk9.java,main,3,9,7,1,1,2,1,4,4,12,2,0.993508339,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/javadoc/java/ClassToJavadoc.java,methodToJavadoc,28,28,1,1,0,1,0,0,0,4,1,0.999826133,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/javadoc/java/ClassToJavadoc.java,toString,33,33,1,0,2,0,0,1,0,6,1,0.999351621,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/javadoc/java/ClassToJavadoc.java,anotherString,38,38,1,0,0,0,0,1,0,2,1,0.811297715,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/manifestclasspath/Alpha.java,toString,2,3,2,0,0,0,0,1,0,2,1,0.927330196,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/manifestclasspath/Beta.java,toString,2,3,2,0,1,0,0,1,0,5,1,0.980808496,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/manifestclasspath/Beta.java,main,5,7,3,1,3,2,1,3,0,15,1,0.555572987,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/optional/depend/src4/test/ContainsOnlyInner.java,method1,4,5,2,0,1,0,1,2,0,10,1,0.293757021,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/optional/depend/src4/test/MethodParam.java,method1,4,5,2,0,1,0,1,2,0,9,1,0.426990867,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/optional/dotnet/jsharp.java,main,25,26,2,1,1,1,1,2,0,9,1,0.710195482,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/rmic/src/AntTimestamp.java,when,41,43,3,0,2,1,0,4,0,12,1,0.665459812,No,,0,None,0,0,0,0,,,
src/etc/testcases/taskdefs/rmic/src/RemoteTimestampImpl.java,when,25,26,2,0,1,0,0,2,0,6,1,0.689562619,No,,0,None,0,0,0,0,,,
src/etc/testcases/types/assertions/AssertionMain.java,main,26,28,3,1,1,1,1,3,0,9,1,0.94321537,No,,0,None,0,0,0,0,,,
src/etc/testcases/types/assertions/AssertionTest.java,testAssertRaised,30,35,6,0,1,1,1,3,1,5,1,0.995776653,No,,0,None,0,0,0,0,,,
src/etc/testcases/types/assertions/AssertionTest.java,testAssertNotRaised,40,41,2,0,0,0,0,1,0,2,1,0.608920813,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,hasMoreElements,118,119,2,0,0,0,0,1,0,5,1,0.98195231,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,nextElement,127,130,4,0,1,1,1,3,0,9,1,0.982972622,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,findNextResource,139,153,15,0,3,3,3,9,2,29,2,0.316423446,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,setProject,336,339,4,1,1,1,2,4,0,13,2,0.84808898,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,setClassPath,350,360,11,1,4,5,2,11,2,31,3,0.810734928,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,setParent,372,376,5,1,1,1,2,3,0,17,2,0.702495456,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,setParentFirst,388,389,2,1,0,1,1,1,0,8,1,0.988802195,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,log,401,407,7,2,1,2,1,4,3,12,2,0.989846349,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,setThreadContextLoader,414,426,13,0,8,1,4,13,0,29,4,0.208289877,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,resetThreadContextLoader,433,438,6,0,2,0,3,5,0,12,2,0.547235548,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,addPathElement,452,459,8,1,4,3,1,8,0,20,1,0.859004796,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,addPathFile,473,532,60,1,31,14,10,56,1,145,11,0,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,getClasspath,544,556,13,0,9,3,3,12,0,34,3,0.235332772,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,setIsolated,568,569,2,1,0,1,1,1,0,6,1,0.997060597,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,initializeClass,582,609,28,1,2,4,1,9,19,28,3,0.027751451,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,addSystemPackageRoot,624,626,3,1,2,1,1,3,0,11,1,0.885405779,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,addLoaderPackageRoot,638,640,3,1,2,1,1,3,0,11,1,0.873173356,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,forceLoadClass,658,668,11,1,3,2,2,10,0,19,2,0.892931223,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,forceLoadSystemClass,687,697,11,1,3,2,2,10,0,19,2,0.867175579,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,getResourceAsStream,709,745,37,1,10,2,9,32,0,51,7,5.85E-04,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,loadResource,757,767,11,1,4,4,1,8,2,26,2,0.814184308,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,loadBaseResource,780,784,5,1,2,1,0,5,0,11,2,0.885022044,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,getResourceStream,800,830,31,2,14,6,3,26,1,64,6,0.003866951,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntClassLoader.java,isParentFirst,845,871,27,1,8,6,2,14,5,46,5,0.299603999,Yes,D,100,apache-ant-1.7.0-single-line-189-DESIGN.txt,6,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,setName,46,47,2,1,0,1,1,1,0,8,1,0.995733738,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,getName,54,55,2,0,0,0,0,1,0,3,1,0.998835921,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,setClass,63,70,8,1,2,1,3,4,0,25,2,0.581336915,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,setClassName,77,78,2,1,0,1,1,1,0,8,1,0.986680806,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,getClassName,85,86,2,0,0,0,0,1,0,3,1,0.997054338,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,setAdapterClass,95,96,2,1,0,1,1,1,0,8,1,0.976391792,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,setAdaptToClass,104,105,2,1,0,1,1,1,0,8,1,0.976391792,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,setClassLoader,113,114,2,1,0,1,1,1,0,8,1,0.973558068,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,getClassLoader,121,122,2,0,0,0,0,1,0,3,1,0.992008984,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,getExposedClass,134,141,8,1,3,2,0,8,0,19,3,0.948156416,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,getTypeClass,149,160,12,1,4,3,2,8,0,27,1,0.428470403,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,innerGetTypeClass,170,179,10,0,2,0,2,9,0,17,3,0.599894583,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,create,188,189,2,1,1,1,0,2,0,6,1,0.996754169,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,icreate,197,217,21,1,6,4,1,21,0,37,6,0.105746098,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,checkClass,230,246,17,1,7,2,2,16,1,29,5,0.422239214,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,createAndSet,255,278,24,2,9,11,0,21,0,56,1,0.032726265,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,innerCreateAndSet,293,316,24,2,4,6,5,21,5,49,1,0.205694288,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,sameDefinition,326,331,6,2,8,2,0,7,0,33,1,0.226582259,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,similarDefinition,345,363,19,2,16,4,0,13,2,51,2,0.027338902,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/AntTypeDefinition.java,extractClassname,366,367,2,1,2,1,0,1,0,9,1,0.685491443,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildEvent.java,setMessage,108,110,3,2,0,2,2,2,0,14,1,0.942946613,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildEvent.java,setException,126,127,2,1,0,1,1,1,0,8,1,0.985496402,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildEvent.java,getProject,135,136,2,0,0,0,0,1,0,3,1,0.997614026,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildEvent.java,getTarget,145,146,2,0,0,0,0,1,0,3,1,0.998106182,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildEvent.java,getTask,155,156,2,0,0,0,0,1,0,3,1,0.999105692,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildEvent.java,getMessage,168,169,2,0,0,0,0,1,0,3,1,0.997719824,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildEvent.java,getPriority,181,182,2,0,0,0,0,1,0,3,1,0.995374084,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildEvent.java,getException,198,199,2,0,0,0,0,1,0,3,1,0.802649021,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildException.java,getException,126,127,2,0,0,0,0,1,0,3,1,0.997184873,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildException.java,getCause,136,137,2,0,1,0,0,1,0,3,1,0.996149004,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildException.java,toString,145,146,2,0,2,0,0,1,0,6,1,0.993746281,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildException.java,setLocation,155,156,2,1,0,1,1,1,0,8,1,0.986917138,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildException.java,getLocation,164,165,2,0,0,0,0,1,0,3,1,0.996628165,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildException.java,printStackTrace,172,173,2,0,1,0,1,2,0,6,1,0.988011658,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildException.java,printStackTrace,183,188,6,1,3,1,3,8,0,17,2,0.820889115,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/BuildException.java,printStackTrace,200,205,6,1,3,1,3,8,0,17,2,0.415166259,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/ComponentHelper.java,getComponentHelper,129,143,15,1,4,2,3,13,1,26,3,0.19581221,Yes,D,100,apache-ant-1.7.0-single-line-188-DESIGN.txt,2,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,setMessageOutputLevel,87,88,2,1,0,1,1,1,0,8,1,0.985343754,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,setOutputPrintStream,97,98,2,1,1,1,1,3,0,9,1,0.973397672,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,setErrorPrintStream,107,108,2,1,1,1,1,3,0,9,1,0.96363163,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,setEmacsMode,117,118,2,1,0,1,1,1,0,8,1,0.984478593,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,buildStarted,126,127,2,1,1,1,1,1,0,8,1,0.996309817,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,buildFinished,138,166,29,1,23,4,13,39,0,97,4,0,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,getBuildFailedMessage,174,175,2,0,0,0,0,1,0,2,1,0.997510135,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,getBuildSuccessfulMessage,183,184,2,0,0,0,0,1,0,2,1,0.996027708,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,targetStarted,194,200,7,1,8,2,2,9,0,30,2,0.238990009,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,targetFinished,209,209,1,1,0,1,0,0,0,4,1,0.9987486,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,taskStarted,217,217,1,1,0,1,0,0,0,4,1,0.998998225,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,taskFinished,225,225,1,1,0,1,0,0,0,4,1,0.998921096,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,messageLogged,236,291,56,1,31,14,14,55,3,142,8,0,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,formatTime,304,305,2,1,1,1,0,2,0,8,1,0.924688101,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,printMessage,318,321,4,3,1,3,1,2,0,12,1,0.865468562,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DefaultLogger.java,log,330,330,1,1,0,1,0,0,0,4,1,0.944367886,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxInputStream.java,read,52,57,6,0,1,1,0,10,0,13,2,0.85477078,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxInputStream.java,read,69,70,2,3,1,3,0,5,0,16,1,0.136447802,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,getBufferInfo,97,106,10,0,5,2,4,12,0,31,2,0.127631605,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,resetBufferInfo,112,121,10,0,4,3,3,6,1,27,1,0.743952692,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,removeBuffer,127,129,3,0,2,1,1,3,0,11,1,0.980419695,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,write,139,158,20,1,7,3,6,17,3,50,4,0.01709236,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,processBuffer,170,173,4,1,3,2,2,5,0,15,1,0.933115602,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,processFlush,184,187,4,1,3,2,2,5,0,15,1,0.941049099,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,close,197,199,3,0,2,0,2,3,0,5,1,0.995486379,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,flush,208,211,4,0,3,1,1,5,0,14,2,0.781755388,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DemuxOutputStream.java,write,224,245,22,3,3,8,7,26,2,63,5,0.003003533,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,isOptionalAvailable,87,93,7,0,1,1,1,4,0,8,1,0.912845254,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,validateVersion,101,116,16,0,6,4,1,13,1,31,2,0.678074598,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,listLibraries,126,132,7,0,3,2,0,9,0,17,2,0.959377825,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,listJarFiles,141,149,9,1,2,5,0,6,0,23,1,0.84769839,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,accept,143,144,2,2,1,2,0,2,0,9,1,0.344125599,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,main,156,157,2,1,1,1,1,2,0,9,1,0.999317706,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,getImplementationVersion,167,169,3,1,2,2,0,2,0,12,1,0.986480713,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,getXmlParserName,176,184,9,0,3,2,0,5,1,13,2,0.979923129,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,getSAXParser,191,203,13,0,3,3,2,8,1,19,2,0.676338077,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,getXMLParserLocation,211,217,7,0,3,2,0,6,0,13,2,0.92446804,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,getNamespaceParserName,220,227,8,0,4,2,1,5,1,15,1,0.902956069,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,getNamespaceParserLocation,231,238,8,0,4,2,1,6,1,15,1,0.924188912,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,ignoreThrowable,247,247,1,1,0,1,0,0,0,4,1,0.998835146,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,getClassLocation,256,258,3,1,2,2,0,3,0,14,1,0.997458637,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,doReport,266,313,48,1,32,3,29,71,0,84,1,0,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,header,316,321,6,2,5,2,5,9,0,22,1,0.656688511,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,doReportSystemProperties,328,341,14,1,8,6,4,13,0,40,2,0.485668659,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,getProperty,352,359,8,1,1,3,2,4,0,16,1,0.91859448,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,doReportAntProperties,366,373,8,1,10,2,5,14,0,58,1,0.012449541,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,doReportAntHomeLibraries,380,383,4,1,4,2,2,7,0,22,1,0.898922145,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,doReportUserHomeLibraries,391,396,6,1,5,4,2,12,0,30,1,0.644131899,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,printLibraries,404,411,8,2,4,3,2,10,0,29,3,0.526016474,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/Diagnostics.java,doReportWhich,420,438,19,1,9,7,7,21,1,56,2,0.012868613,Yes,D,100,apache-ant-1.7.0-single-line-185-DESIGN.txt,2,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,matchPatternStart,397,398,2,2,1,2,0,3,0,11,1,0.913235545,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,matchPatternStart,419,421,3,3,1,3,0,4,0,14,1,0.552623868,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,matchPath,435,436,2,2,1,2,0,3,0,11,1,0.942640662,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,matchPath,452,454,3,3,1,3,0,4,0,14,1,0.652842402,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,match,471,472,2,2,1,2,0,3,0,11,1,0.953305066,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,match,492,494,3,3,1,3,0,4,0,14,1,0.901530981,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,getDefaultExcludes,507,509,3,0,2,0,0,3,0,12,1,0.967265248,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,addDefaultExclude,522,527,6,1,2,1,1,6,0,12,2,0.958940268,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,removeDefaultExclude,541,542,2,1,1,1,0,2,0,8,1,0.996608078,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,resetDefaultExcludes,550,553,4,0,2,1,2,7,0,17,2,0.945492089,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,setBasedir,565,568,4,1,4,1,1,7,0,18,1,0.588599324,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,setBasedir,577,578,2,1,0,1,1,1,0,8,1,0.993895411,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,getBasedir,587,588,2,0,0,0,0,1,0,3,1,0.998610616,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,isCaseSensitive,597,598,2,0,0,0,0,1,0,3,1,0.963508487,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,setCaseSensitive,608,609,2,1,0,1,1,1,0,8,1,0.934852481,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,isFollowSymlinks,619,620,2,0,0,0,0,1,0,3,1,0.980035722,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,setFollowSymlinks,628,629,2,1,0,1,1,1,0,8,1,0.946798503,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,setIncludes,645,651,7,1,1,2,3,11,0,32,3,0.178176165,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,setExcludes,668,674,7,1,1,2,3,11,0,32,3,0.161909461,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,addExcludes,692,705,14,1,3,3,4,20,0,62,4,0,No,,0,None,0,0,0,0,,,
src/main/org/apache/tools/ant/DirectoryScanner.java,normalizePattern,719,725,7,1,3,2,1,9,0,24,2,0.446803749,No,,0,None,0,0,0,0,,,
